review_text,rating
"The item is best for household purpose only. The quality of the item is Good(not very Good). if you are going to use it for commercial purposes then better select commercial ladder by Swisstek. Overall a good experience and value for the money. PS If you are approx 120+ kg weight, then Don't Even think to buy this product, go and buy Commercial ladder 😊",5
"good quality swisstek product, well care about the transportation with well bubble wrap, thanks Daraz",5
Well packed and quick delivery. Worth for the price paid. Just as the advertisement states it is only suited for domestic use - mainly indoors.,5
Worth for the price. Can use for day today activities in a home but may not be strong enough for commercial use. Satisfied with the product.,5
Good quality product Good service ,5
looks like good quality thank you,5
Merçi beaucoup! Super,5
Ladder is in good quality. ,5
just wow...really helpful,5
Received the product seller recommended fast shipping and worth the money thank you 🙌,5
"Good Product, worth it with the price. Thank you Daraz It took one week to delivery ",5
"It seems the quality of the above ladder is poor compared to my Alumex ladder. It has very sharp edges that could cause serious injury. I've seen similar comments from other customers, but it seems Swistek doesn't care about customer feedback as usual. ",5
"මගේ ලෙඩර් එක ලැබුනා එක හොදටම තියෙනවා කියපු වෙලාවටම ගෙනත් දුන්නා Thank""s Daraz...",5
Good service ,5
WoW! 😍,5
#WIN good,5
Good quality product & fast delivery. Can recommend about product & seller.,5
Simply outstanding. Don't think twice to buy this just amazing product😍🔥,5
Ideal for home use! Good item at a great price! Total length is 7 feet.👍,5
super product.. well packed.. good seller... recommended.. fast delivery,5
It works... Not the most sturdy but gets the job done. Good purchase.,5
well packed ..delivery within just 3 days..& original swisstek item.,5
හොදයි සුපිරි බය නැතව ගම්න 😙😙😙 ඩරාස් කියන්නෙ සුපිරි ආයතනයක් 💓💓,5
took 12 days to ship the item. delivered 16 days after the order,5
"Much better product ! But need enhance some areas in ""Packaging""",5
Recieved on time. Durable materials and proper packaging. 5*.,5
Very poor quality.Not at allstrong enough to hold any weight ,5
"good product ,easy to handle ,light weight .thanks daraz .",5
Good product ... valued for money .. very good quality .,5
Received safely. Really a quality product recommended 👍,5
"It’s too thin than expected. Other than that, it’s good.",4
Good product. Worth for the price. Delivered on time.,5
"well packed, quality product, can be recommended 👍",5
some parts are very sharp. other than that it's ok.,3
Good working product. Worth for money. Recomended.,5
"strength is ok for domestic purpose, good product ",5
It's in average quality and OK for household use ,5
ශක්තිමත් බව නම් ගොඩක් අඩුයි. පොඩි වැඩවලට හොදයි.,5
Quality product. Delivery was bit late thought.,5
Fast delivery and genuine product. Very useful.,5
Good product. Received on time. Nicely packed.,5
Good product but it took 15 days to deliver. ,5
The Product was quite good worth for the cash,5
Fast Delivery 🚚 ( Delivered within 2 Days ),5
Deleverd after one month.very poor service.,1
Fast delivery with in 48 hours thank you,5
Not the perfect but acceptable quality.,4
Edges are sharp ; otherwise no issues ,5
Good product.fast delivery thank you😊,5
Worth it for the price Good product ,5
"Good Product ,Will see durability Thx",5
"fastest delivery, 👍👍 Good product ",5
"great, good product & fast delivery.",5
"it's fine, solid and good product.🥰",5
Really good product. very satisfied,5
Your transporter was not good. He try to get down us to near his lorry to collect the good which is a 7 feet ladder. Ours is a carpet road a double door bus can go. ,2
good product 😊 highly recommend ,5
good item good service...Thanks..,5
Good Product .Highly Recommended ,5
Good product & real time deliverd,5
good product for price🙂🙂🙂🙂🙂,5
Worst Product. Don't by this. Delivered after 12 working days before the deadline.,1
Fast delivery. Genuine product.,5
Nice producto. worth the price,5
product is good for the price ,5
"Good product, good packaging ",5
thank you & very good guality,5
Excellent Quality. Worth it. ,5
good product. Worth for money,5
Best product as described 💯,5
Received in good condition.,5
Item received Thank you ,5
"Good quality, excellent 👍 ",5
Good product. Good service.,5
good.ok for the price tag.,4
great. not heavy. Stable.,5
good quality product ,5
Good. Fast delivery ,5
totally satisfied 🥰,5
very good product 👍,5
Good Quality Thanks.,5
verry good product ,5
good. fast deliver ,5
good ladder strong ,5
worth for price ,5
received on time,5
Supreb product ,5
recommended 👍 ,5
Good product 👌,5
quality 100%,5
Solid product,5
good product ,5
Product is ok,5
good product ,5
good product ,5
Good quality ,5
good product.,5
Good Product!,4
good prodect ,5
good product ,5
Good product.,5
still no used,1
Good ladder.,5
Good product,5
good product,5
good product,5
Good product,5
Good product,5
good product,4
It's good. ,5
the ladder is ok. but delivery takes more than 2 weeks.,2
ඉතාම හොද නිමැවුමක්.සවි ශක්තිය හොඳයි.,1
"service very poor...I want it 4th sep,I got it 5th sep...lm a un happy custermer...last time in same situation... 👎😡",1
meka kawruth ganna epa.damege wela thiyena eewa ewanne,1
Very good!,5
not bad 😶,5
Its good,5
Worth it,5
supire,5
Good 👍,5
good ,5
Great,5
good,5
good,4
Best,5
👍 ,5
ok,5
