review_text,rating
Exellent product. very sturdy and strongly build. highly recommend this product ,5
Looks OK. Yet to use. When extended fully stability is not satisfactory. Better to have extra struts to make it better stability. ,3
Good product. Well packed & delivered.,5
High quality strong ladder. Same as shown. Thank you ,5
Superb packing. Package received before two days of the committed date,5
Good Product & Recommended.,5
Good build quality. Worth for price. Highly recommend this product.,5
Safely arrieved within 4days.,5
A very useful product ❤ Great build quality. Highly Recommend!,5
The ladder was very well packed. Received the parcel in two days. The quality is good. Scaafold taps a little unbalance.,5
good and fast delivery. value for money ,5
Superb good quality.,5
Quality and reliable product. Got delivered next day. ,5
Very good quality product. Highly satisfied with it,5
Good product. Fast delivery. Highly recommended. ,5
value for Money. Delivery bit late,4
Good product,5
Good Product..low wight..thank.. ,5
Good product. Genuine product. How ever price is high. Thanks.,5
its very good .fast deliver .thanks ,5
Very Good. Worth for money. Thank you,5
good product.well packed. ,5
good product. highly recommend. ,5
Good quality. Fast delivery. very useful ,5
Good produced 🇱🇰👍 ,5
most valuble... good product,5
product is in good quality. ,5
high recommend ,5
Good quality product,5
Very useful product.,4
Highly recommended…,5
Price of this item is frequently changed. no fixed price. look like haggling,5
High quality product. exceeded the expectation quality wise. genuine seller and highly recommended to purchase from this seller.,5
good product ,5
As described ,5
Very good product ,5
"excellent product, very sturdy and manageable ",5
good,5
Good product ,5
Good product,5
This is great job from Daraz and seller. Thanks for the Job. I recommend The Ladder 🪜 try it you will feel it. Hope to use it for some time and give a feedback later.,5
good,4
perfect....,5
Good quality ,5
we returned it ,1
"Did not expect this much quantity product, I recommended this 10/10 . For new Buyer Don’t worry about this product. Its really high quality product…",5
observed a glitch in safety locking mechanism but it's under control. have to improve reliability.,4
Product quality is good! Although Certis delivery is terrible. Had to lodge multiple complaints to get it delivered. Take note when order. And the seller wasn't really helpful as well,5
Highly recommended… genuine product…,5
"very good item, Most reasonable price , Thanks ",5
"The ladder is easy to setup to different configurations. It is very sturdy when locks are engaged, even when in it is setup in the flat work platform configuration, it does not wiggle under load. ",5
Highly Recommended ,5
Delivered in 3 days. Quality heavy duty product as seen on site. Quite satisfied.,5
"good build quality, worth the value spent on it",5
Good item .Nice packing. thanks Daraz ,5
Good qulity & fast deliver ,5
Multipurpose Ladder එකෙ තත්වය අනර්ඝයි. භාණ්ඩයට සිරිමක් නොවන සෙ අසුරා තිබුනා. 👍,5
"One of the best product I ever purchased, no issue but took a time to understand locking mechanism. Thanks for the product.",5
Good product. package was damaged during delivery & there were some scratches. ,4
very good quality and greatly multi purposes.hope durability will be also good,5
The worst delivery service I have ever seen.😡 ,3
good quality ,5
"Fantastic ladder, well recommend and thanks to the shop for safe delivery. 👍",5
Quality product 👌 Recommended ,5
good peoduct,5
"The ladder arrived safely on time. packed very well, probably too much of bubble wrap..",4
Superb high quality product. Very strong and steady ,5
ok for 10ft climbing but less support and wobbly beyond that.,3
Good Quality,5
Very unprofessional service,1
"As discribe, and the quality is perfect. Made for hard use. Thanks",5
it's too big to handle indoors. however not bad for good heights,4
Good product!,5
fast deliver... very good product ❤️❤️❤️,5
Quality product ,5
Valuable product for price,4
"Good product, 👍very useful ",5
value for money ,4
Good quality.. same as description... ✌️,5
Great product. Useful in many occasions ,5
Good condition,5
Perfect product 👌,5
Good product. ,5
very BAD deliver comiunication. Paid by card and noone has known that. because of that wasted my time and late deliver. ,3
It was delivered in good condition !,5
I received the Multi purpose ladder in good condition. It's good quality product. I did tested it to climb. #WIN,5
It's in good condition. Happy about the product and nice packaging. But I have requested for easy payment for 24 months with Sampath card.But when checking my card transactions it is not visible as . Please rectify,5
"well packed but not cleaned, aluminium dust in the item. poor original packaging . price is high but poor quality",3
"What a nice product , Really useful and user friendly . Seller and product highly recommended 👍👍👍🔥🔥🔥",5
උසස් තත්වයෙන් ශක්තිමත් ලෙස නිශ්පාදනය කර තිබෙනවා . තැනින් තැනට ගෙනයැමට පහසුයි. කුඩා ඉඩක අසුරා තබන්නට හැකිය.,5
"Received my product on time, delivery team was very helpful. Ladder actually very strong & no hesitation to recommend anyone who interested. Thanks Daraz & Swisstek.",5
Super product. Easy to mange as its very lightweight. Very steady and does not sway like other ladders. ,5
Absolutely fantastic...Quickcly received me...This ladder is very usefull...Worth for Price...I recommemded this product & seller😊😊😊😊😊😊,5
"Even though the product was amazing, the service was terrible. No one could say where the item was in any given time and nobody had the contacts of the courier. Very unprofessional service and took more than 10 days to deliver after being shipped, as it came from some other country. Terrible customer service.",1
I have receved the ladder in good condition. Thank you. But I have bought it for sampath bank easy payment scheme.(for 40 months)But when I checked with my statement and the bank it was chaged once.They told me to inform you to make it 40 to months instalments. So please make sure to convert it to instalment payment.,5
Took long time to deliver the product. But it is very good in quality and safely delivered with good packing. I need your kind advice to change this product to a smaller size product as this is difficult to handle inside my house. please let me how can I change this product.,5
Fast delivery. Worth for the price. And good product . Totally guarantee any product from Swissteck♥️,5
Amazing product. High quality. Fully satisfied with the product.Good for home and DIY use. Recommended product.,5
"Loved the product,The warehouse person called me to make sure that I got the good, Came in well packed manner.",5
nicely packed and delivered on time. very solid ladder.. thank u Swisstek and daraz for ur tremendous service and support,5
worth the price. highly satisfied. swisstek was kind enough to call me after few days to get a feedback upon my usage. overall great product,5
it's as advertised very good product and durable. if you are a home owner buy 16ft one instead 20ft it's little bit harder to move around ,5
Used this product for more than six months now. Tested this ladder in extreme conditions. Can recommend this as a superb product.,5
didn't give me the a bill or any warranty document and even did not take my signature only ask NIC number. how i clame the warranty if required.,5
"It is really a good one 100% recommended it Thank you for the great price. I bought for 16,065 + shipping cost",5
a good item for the price. cannot handle by one person. alwsys keep some one when it is 20 feet up. ,5
"Good quality product as described, pay more attention in delivery it's took almost one month to deliver. If you are going to buy this ask daraz to not sent this through ABS courier.",5
Worth every penny i spent on this.,5
Good product . Quality is excellent . ,5
Good product. highly recommended.,5
Excellent product. User friendly and easy to handle. Highly recommend. Delivered on time too.,5
Very good product thanks,5
good product. durable.,5
Good quality product but not user friendly for changing the configuration of the ladder,4
Delivered with in 2 days in good quality. packed well. happy about service and quality.,5
It seems to be a quality product. Hope it will last several years without issues ,5
Good product Highly recommend the seller as well. Very quality product as well,5
thank you,5
#win,5
Excellent product ,5
Good product,5
Great,5
thanks,5
Very good product ,5
Honestly very helpful product easy to use and compact one brought 20FT one,5
Slowest deliver ever in Daraz for my orders. But the product seems good.,4
"The best service I've received in daraz. There was a small dent on a step bar, probably damaged by the delivery agents. The ladder was perfectly usable. However I messaged the seller without much hope. To my surprise, the seller and personally sent me a brand new ladder to my doorstep within 2 working days and also gifted me an extra set of screws. The seller is very kind and replies within a few minutes. The product is really good and strong for the price. Highly recommending the seller and the product as well. ",5
good.. but bit hard to set up.. and slow delivery time.. took 4+ days ,5
Very good product Delivery done within 36 hours Excellent service,5
It is really helpful. Well packed. Fast delivery. Thank you Daraz. ,5
"After 2 rejected time, finally ladder was received. Good ladder.",5
Good quality & safe delivery.Thank you Daraz 👍🏼👍🏼👍🏼😊😊😊,5
Super quality stuff A+++ think twice about which size you want,5
A very good quality product. I would really recommend it.,5
Feels sturdy but the locking mechanism is a bit stubborn.,4
it's really good product as mentioned. Recommended seller,5
A must have item in your house. Highly recommended,5
"good product, but delivery delayed more than one month.",5
Received a good product and it worth for money. Thanks!,5
Fast delivery. 100% as described. Totally satisfied. ,5
man ladeer 2 oder keruwa. hodatama hodai. thanks daraz,5
ඉතා ප්‍රයෝජනවත් ඉනිමගක්. වැඩ ගොඩක් කර ගන්න පුලුවන් . ,5
I PLACED ORDER UNFORTUNATELY I DIDN'T RECEIVE IT. BUT DELIVERY STATUS SHOWING ITS DELIVERED. ,1
Product is really good. received within a few days.,5
Great quality product and really happy to buy it.,5
good product.. Worth to price..recommend to buy..,5
good and valuable product. Recommend the seller.,5
product as described. Good quality. satisfied. ,5
"Well packaged & delivered, very useful ladder.",5
"genuine product, valued for the price 💪💪💪💪",5
Well packing braned goods and worth for money,5
good itam. man oder 2 keruwa. hodatama hodai ,5
Good quality. Well packed and fast delivery.,5
Good product. packed well. delivered quickly,5
I Didn't get the item please send it to me ,1
"Really Disappointed. Although installment payment methods are mentioned, there is no installment facility.",1
"fast delivery. good product for home use, ",5
Good product. Not heavy and very useful 👍,5
Quick deliver and good quality 😍 thanks ,5
Good quality. satisfied with mt purchase ,5
Good quality. satisfied with mt purchase ,5
Highly satisfied with the item & seller.,5
"Good quality , safely packed & delivered",5
Worth for money. Good one. Recommended..,5
excellent product..quality is excellent ,5
Thank you Daraz..!!! Very fast service.,4
Great product. Fast deliver. All good.,5
Item recieved in pristine condition 😍,5
Delivered next day. Excellent Product.,5
ideal partner for day today home works,5
"Excellent product, delivered on time. ",5
Money well spent and excellent ladder,5
Item is well packed and works fine. ,5
Good!! Item receive with in 2days.. ,5
Recommended. Delivered Very Qickly !,5
happy with the product. satisfied. ,5
ගොඩක් හොදයි..ගෙවන මුදලට වටිනවා ...,5
Good product. Get amazing discount,5
Good quality and value for money. ,5
Good Condition ladder . thank you ,5
The ladder is damaged beyond use.,1
A very good and useful product. ,5
nice n neat also very useful one,5
Quality product ..recommended ..,5
Very useful item. Good quality.,5
Highly recommend this product. ,5
හොඳටම හොඳයි 👍👍👍👍😘😘😘😘😘,5
nice product. shipped quickly.,5
Good Product. Value for Money.,5
Quick delivery within two days,5
Good product. Worth for money.,5
very useful product.I'm happy,5
Very sturdy and easy to use.,5
Recommended quality product ,5
thanks darazs.good product. ,5
Good product. fast delivery.,5
Item is in great condition. ,5
verry good product...thanks,5
excellent product &service ,5
Good quality. Recommended. ,5
Very good product thank you,5
good product. Fast delivery,5
Bit damaging but allright.,5
Good product. Recommended.,5
"Very good, Solid product",5
"Good product, thank you",5
Good quality product.,5
good quality product,5
Good quality product ,5
Good quality product,5
Good quality product,5
Everything was fine.,5
very handy product ,5
Awesome product ❤️,5
its pretty good 😌,5
Good Product 👍,5
Average quality ,3
product was good,5
quality product,5
good product 👍,5
Worth the price,5
Good product 😊,5
quality product,5
fast delivery.,5
Good Quality. ,5
Good product ,5
As described ,5
good product ,5
Great product,5
good product.,5
good product.,5
good product ,5
Good product.,5
Good Product!,5
Good product ,5
fast delivery,5
Good product,5
Soo helpful ,5
product good,5
Good product,5
Recommended,5
this cannot be safely used in scaffolding setting. in scaffolding setting this is unbalanced and dangerous to use. as a ladder this is good.,1
Middle hinges are bending when using straight mode. stiffness is very less.afraid to climb.but can use as A shape without any issue.,2
Thank you.,5
Niyamai👍 ,5
good work.,5
👍👍👍👍,5
perfect,5
Great,5
සුපර් ,5
Thanks,5
Good,5
